img_dx	col_dx	row_dx	pixel	label
1	4	15	0	5
1	4	16	0	5
1	4	17	0	5
1	4	18	0	5
1	4	19	0	5
1	4	20	0	5
1	4	21	0	5
1	4	22	0	5
1	4	23	0	5
1	4	24	0	5
1	4	25	0	5
1	4	26	0	5
1	4	27	0	5
1	4	28	0	5
1	5	1	0	5
1	5	2	0	5
1	5	3	0	5
1	5	4	0	5
1	5	5	0	5
1	5	6	0	5
1	5	7	0	5
1	5	8	0	5
1	5	9	0	5
1	5	10	0	5
1	5	11	0	5
1	5	12	0	5
1	5	13	0	5
1	5	14	0	5
1	5	15	0	5
1	5	16	0	5
1	5	17	0	5
1	5	18	0	5
1	5	19	0	5
1	5	20	0	5
1	5	21	0	5
1	5	22	0	5
1	5	23	0	5
1	5	24	55	5
1	5	25	136	5
1	5	26	0	5
1	5	27	0	5
1	5	28	0	5
1	6	1	0	5
1	6	2	0	5
1	6	3	0	5
1	6	4	0	5
1	6	5	0	5
1	6	6	0	5
1	6	7	0	5
1	6	8	0	5
1	6	9	0	5
1	6	10	0	5
1	6	11	0	5
1	6	12	0	5
1	6	13	0	5
1	6	14	0	5
1	6	15	0	5
1	6	16	0	5
1	6	17	0	5
1	6	18	0	5
1	6	19	0	5
1	6	20	0	5
1	6	21	0	5
1	6	22	0	5
1	6	23	0	5
1	6	24	172	5
1	6	25	253	5
1	6	26	0	5
1	6	27	0	5
1	6	28	0	5
1	7	1	0	5
1	7	2	0	5
1	7	3	0	5
1	7	4	0	5
1	7	5	0	5
1	7	6	0	5
1	7	7	0	5
1	7	8	0	5
1	7	9	0	5
1	7	10	0	5
1	7	11	0	5
1	7	12	0	5
1	7	13	0	5
1	7	14	0	5
1	7	15	0	5
1	7	16	0	5
1	7	17	0	5
1	7	18	0	5
1	7	19	0	5
1	7	20	0	5
1	7	21	0	5
1	7	22	0	5
1	7	23	18	5
1	7	24	226	5
1	7	25	253	5
1	7	26	0	5
1	7	27	0	5
1	7	28	0	5
1	8	1	0	5
1	8	2	0	5
1	8	3	0	5
1	8	4	0	5
1	8	5	0	5
1	8	6	0	5
1	8	7	0	5
1	8	8	49	5
1	8	9	18	5
1	8	10	0	5
1	8	11	0	5
1	8	12	0	5
1	8	13	0	5
1	8	14	0	5
1	8	15	0	5
1	8	16	0	5
1	8	17	0	5
1	8	18	0	5
1	8	19	0	5
1	8	20	0	5
1	8	21	0	5
1	8	22	0	5
1	8	23	171	5
1	8	24	253	5
1	8	25	253	5
1	8	26	0	5
1	8	27	0	5
1	8	28	0	5
1	9	1	0	5
1	9	2	0	5
1	9	3	0	5
1	9	4	0	5
1	9	5	0	5
1	9	6	0	5
1	9	7	30	5
1	9	8	238	5
1	9	9	219	5
1	9	10	80	5
1	9	11	0	5
1	9	12	0	5
1	9	13	0	5
1	9	14	0	5
1	9	15	0	5
1	9	16	0	5
1	9	17	0	5
1	9	18	0	5
1	9	19	0	5
1	9	20	0	5
1	9	21	0	5
1	9	22	23	5
1	9	23	219	5
1	9	24	253	5
1	9	25	212	5
1	9	26	0	5
1	9	27	0	5
1	9	28	0	5
1	10	1	0	5
1	10	2	0	5
1	10	3	0	5
1	10	4	0	5
1	10	5	0	5
1	10	6	0	5
1	10	7	36	5
1	10	8	253	5
1	10	9	253	5
1	10	10	156	5
1	10	11	14	5
1	10	12	0	5
1	10	13	0	5
1	10	14	0	5
1	10	15	0	5
1	10	16	0	5
1	10	17	0	5
1	10	18	0	5
1	10	19	0	5
1	10	20	0	5
1	10	21	0	5
1	10	22	66	5
1	10	23	253	5
1	10	24	253	5
1	10	25	135	5
1	10	26	0	5
1	10	27	0	5
1	10	28	0	5
1	11	1	0	5
1	11	2	0	5
1	11	3	0	5
1	11	4	0	5
1	11	5	0	5
1	11	6	0	5
1	11	7	94	5
1	11	8	253	5
1	11	9	253	5
1	11	10	107	5
1	11	11	1	5
1	11	12	0	5
1	11	13	0	5
1	11	14	0	5
1	11	15	0	5
1	11	16	0	5
1	11	17	0	5
1	11	18	0	5
1	11	19	0	5
1	11	20	0	5
1	11	21	24	5
1	11	22	213	5
1	11	23	253	5
1	11	24	253	5
1	11	25	132	5
1	11	26	0	5
1	11	27	0	5
1	11	28	0	5
1	12	1	0	5
1	12	2	0	5
1	12	3	0	5
1	12	4	0	5
1	12	5	0	5
1	12	6	0	5
1	12	7	154	5
1	12	8	253	5
1	12	9	253	5
1	12	10	253	5
1	12	11	154	5
1	12	12	139	5
1	12	13	11	5
1	12	14	0	5
1	12	15	0	5
1	12	16	0	5
1	12	17	0	5
1	12	18	0	5
1	12	19	0	5
1	12	20	0	5
1	12	21	114	5
1	12	22	253	5
1	12	23	253	5
1	12	24	244	5
1	12	25	16	5
1	12	26	0	5
1	12	27	0	5
1	12	28	0	5
1	13	1	0	5
1	13	2	0	5
1	13	3	0	5
1	13	4	0	5
1	13	5	0	5
1	13	6	3	5
1	13	7	170	5
1	13	8	253	5
1	13	9	253	5
1	13	10	253	5
1	13	11	253	5
1	13	12	253	5
1	13	13	190	5
1	13	14	35	5
1	13	15	0	5
1	13	16	0	5
1	13	17	0	5
1	13	18	0	5
1	13	19	0	5
1	13	20	39	5
1	13	21	221	5
1	13	22	253	5
1	13	23	253	5
1	13	24	133	5
1	13	25	0	5
1	13	26	0	5
1	13	27	0	5
1	13	28	0	5
1	14	1	0	5
1	14	2	0	5
1	14	3	0	5
1	14	4	0	5
1	14	5	0	5
1	14	6	18	5
1	14	7	253	5
1	14	8	253	5
1	14	9	253	5
1	14	10	205	5
1	14	11	90	5
1	14	12	190	5
1	14	13	253	5
1	14	14	241	5
1	14	15	81	5
1	14	16	0	5
1	14	17	0	5
1	14	18	0	5
1	14	19	0	5
1	14	20	148	5
1	14	21	253	5
1	14	22	253	5
1	14	23	195	5
1	14	24	11	5
1	14	25	0	5
1	14	26	0	5
1	14	27	0	5
1	14	28	0	5
1	15	1	0	5
1	15	2	0	5
1	15	3	0	5
1	15	4	0	5
1	15	5	0	5
1	15	6	18	5
1	15	7	253	5
1	15	8	253	5
1	15	9	198	5
1	15	10	11	5
1	15	11	0	5
1	15	12	2	5
1	15	13	70	5
1	15	14	225	5
1	15	15	240	5
1	15	16	45	5
1	15	17	0	5
1	15	18	0	5
1	15	19	46	5
1	15	20	229	5
1	15	21	253	5
1	15	22	253	5
1	15	23	80	5
1	15	24	0	5
1	15	25	0	5
1	15	26	0	5
1	15	27	0	5
1	15	28	0	5
1	16	1	0	5
1	16	2	0	5
1	16	3	0	5
1	16	4	0	5
1	16	5	0	5
1	16	6	18	5
1	16	7	253	5
1	16	8	253	5
1	16	9	182	5
1	16	10	0	5
1	16	11	0	5
1	16	12	0	5
1	16	13	0	5
1	16	14	160	5
1	16	15	253	5
1	16	16	186	5
1	16	17	16	5
1	16	18	0	5
1	16	19	130	5
1	16	20	253	5
1	16	21	253	5
1	16	22	198	5
1	16	23	9	5
1	16	24	0	5
1	16	25	0	5
1	16	26	0	5
1	16	27	0	5
1	16	28	0	5
1	17	1	0	5
1	17	2	0	5
1	17	3	0	5
1	17	4	0	5
1	17	5	0	5
1	17	6	126	5
1	17	7	253	5
1	17	8	253	5
1	17	9	247	5
1	17	10	43	5
1	17	11	0	5
1	17	12	0	5
1	17	13	0	5
1	17	14	108	5
1	17	15	253	5
1	17	16	253	5
1	17	17	93	5
1	17	18	0	5
1	17	19	183	5
1	17	20	253	5
1	17	21	253	5
1	17	22	81	5
1	17	23	0	5
1	17	24	0	5
1	17	25	0	5
1	17	26	0	5
1	17	27	0	5
1	17	28	0	5
1	18	1	0	5
1	18	2	0	5
1	18	3	0	5
1	18	4	0	5
1	18	5	0	5
1	18	6	136	5
1	18	7	253	5
1	18	8	251	5
1	18	9	241	5
1	18	10	154	5
1	18	11	0	5
1	18	12	0	5
1	18	13	0	5
1	18	14	1	5
1	18	15	119	5
1	18	16	253	5
1	18	17	252	5
1	18	18	249	5
1	18	19	253	5
1	18	20	253	5
1	18	21	201	5
1	18	22	2	5
1	18	23	0	5
1	18	24	0	5
1	18	25	0	5
1	18	26	0	5
1	18	27	0	5
1	18	28	0	5
1	19	1	0	5
1	19	2	0	5
1	19	3	0	5
1	19	4	0	5
1	19	5	0	5
1	19	6	175	5
1	19	7	225	5
1	19	8	93	5
1	19	9	0	5
1	19	10	0	5
1	19	11	0	5
1	19	12	0	5
1	19	13	0	5
1	19	14	0	5
1	19	15	25	5
1	19	16	150	5
1	19	17	253	5
1	19	18	253	5
1	19	19	253	5
1	19	20	250	5
1	19	21	78	5
1	19	22	0	5
1	19	23	0	5
1	19	24	0	5
1	19	25	0	5
1	19	26	0	5
1	19	27	0	5
1	19	28	0	5
1	20	1	0	5
1	20	2	0	5
1	20	3	0	5
1	20	4	0	5
1	20	5	0	5
1	20	6	26	5
1	20	7	172	5
1	20	8	82	5
1	20	9	0	5
1	20	10	0	5
1	20	11	0	5
1	20	12	0	5
1	20	13	0	5
1	20	14	0	5
1	20	15	0	5
1	20	16	27	5
1	20	17	187	5
1	20	18	249	5
1	20	19	207	5
1	20	20	182	5
1	20	21	0	5
1	20	22	0	5
1	20	23	0	5
1	20	24	0	5
1	20	25	0	5
1	20	26	0	5
1	20	27	0	5
1	20	28	0	5
1	21	1	0	5
1	21	2	0	5
1	21	3	0	5
1	21	4	0	5
1	21	5	0	5
1	21	6	166	5
1	21	7	253	5
1	21	8	82	5
1	21	9	0	5
1	21	10	0	5
1	21	11	0	5
1	21	12	0	5
1	21	13	0	5
1	21	14	0	5
1	21	15	0	5
1	21	16	0	5
1	21	17	0	5
1	21	18	64	5
1	21	19	2	5
1	21	20	0	5
1	21	21	0	5
1	21	22	0	5
1	21	23	0	5
1	21	24	0	5
1	21	25	0	5
1	21	26	0	5
1	21	27	0	5
1	21	28	0	5
1	22	1	0	5
1	22	2	0	5
1	22	3	0	5
1	22	4	0	5
1	22	5	0	5
1	22	6	255	5
1	22	7	242	5
1	22	8	56	5
1	22	9	0	5
1	22	10	0	5
1	22	11	0	5
1	22	12	0	5
1	22	13	0	5
1	22	14	0	5
1	22	15	0	5
1	22	16	0	5
1	22	17	0	5
1	22	18	0	5
1	22	19	0	5
1	22	20	0	5
1	22	21	0	5
1	22	22	0	5
1	22	23	0	5
1	22	24	0	5
1	22	25	0	5
1	22	26	0	5
1	22	27	0	5
1	22	28	0	5
1	23	1	0	5
1	23	2	0	5
1	23	3	0	5
1	23	4	0	5
1	23	5	0	5
1	23	6	247	5
1	23	7	195	5
1	23	8	39	5
1	23	9	0	5
1	23	10	0	5
1	23	11	0	5
1	23	12	0	5
1	23	13	0	5
1	23	14	0	5
1	23	15	0	5
1	23	16	0	5
1	23	17	0	5
1	23	18	0	5
1	23	19	0	5
1	23	20	0	5
1	23	21	0	5
1	23	22	0	5
1	23	23	0	5
1	23	24	0	5
1	23	25	0	5
1	23	26	0	5
1	23	27	0	5
1	23	28	0	5
1	24	1	0	5
1	24	2	0	5
1	24	3	0	5
1	24	4	0	5
1	24	5	0	5
1	24	6	127	5
1	24	7	64	5
1	24	8	0	5
1	24	9	0	5
1	24	10	0	5
1	24	11	0	5
1	24	12	0	5
1	24	13	0	5
1	24	14	0	5
1	24	15	0	5
1	24	16	0	5
1	24	17	0	5
1	24	18	0	5
1	24	19	0	5
1	24	20	0	5
1	24	21	0	5
1	24	22	0	5
1	24	23	0	5
1	24	24	0	5
1	24	25	0	5
1	24	26	0	5
1	24	27	0	5
1	24	28	0	5
1	25	1	0	5
1	25	2	0	5
1	25	3	0	5
1	25	4	0	5
1	25	5	0	5
1	25	6	0	5
1	25	7	0	5
1	25	8	0	5
1	25	9	0	5
1	25	10	0	5
1	25	11	0	5
1	25	12	0	5
1	25	13	0	5
1	25	14	0	5
1	25	15	0	5
1	25	16	0	5
1	25	17	0	5
1	25	18	0	5
1	25	19	0	5
1	25	20	0	5
1	25	21	0	5
1	25	22	0	5
1	25	23	0	5
1	25	24	0	5
1	25	25	0	5
1	25	26	0	5
1	25	27	0	5
1	25	28	0	5
1	26	1	0	5
1	26	2	0	5
1	26	3	0	5
1	26	4	0	5
1	26	5	0	5
1	26	6	0	5
1	26	7	0	5
1	26	8	0	5
1	26	9	0	5
1	26	10	0	5
1	26	11	0	5
1	26	12	0	5
1	26	13	0	5
1	26	14	0	5
1	26	15	0	5
1	26	16	0	5
1	26	17	0	5
1	26	18	0	5
1	26	19	0	5
1	26	20	0	5
1	26	21	0	5
1	26	22	0	5
1	26	23	0	5
1	26	24	0	5
1	26	25	0	5
1	26	26	0	5
1	26	27	0	5
1	26	28	0	5
1	27	1	0	5
1	27	2	0	5
1	27	3	0	5
1	27	4	0	5
1	27	5	0	5
1	27	6	0	5
1	27	7	0	5
1	27	8	0	5
1	27	9	0	5
1	27	10	0	5
1	27	11	0	5
1	27	12	0	5
1	27	13	0	5
1	27	14	0	5
1	27	15	0	5
1	27	16	0	5
1	27	17	0	5
1	27	18	0	5
1	27	19	0	5
1	27	20	0	5
1	27	21	0	5
1	27	22	0	5
1	27	23	0	5
1	27	24	0	5
1	27	25	0	5
1	27	26	0	5
1	27	27	0	5
1	27	28	0	5
1	28	1	0	5
1	28	2	0	5
1	28	3	0	5
1	28	4	0	5
1	28	5	0	5
1	28	6	0	5
1	28	7	0	5
1	28	8	0	5
1	28	9	0	5
1	28	10	0	5
1	28	11	0	5
1	28	12	0	5
1	28	13	0	5
1	28	14	0	5
1	28	15	0	5
1	28	16	0	5
1	28	17	0	5
1	28	18	0	5
1	28	19	0	5
1	28	20	0	5
1	28	21	0	5
1	28	22	0	5
1	28	23	0	5
1	28	24	0	5
1	28	25	0	5
1	28	26	0	5
1	28	27	0	5
1	28	28	0	5
2	1	1	0	0
2	1	2	0	0
2	1	3	0	0
2	1	4	0	0
2	1	5	0	0
2	1	6	0	0
2	1	7	0	0
2	1	8	0	0
2	1	9	0	0
2	1	10	0	0
2	1	11	0	0
2	1	12	0	0
2	1	13	0	0
2	1	14	0	0
2	1	15	0	0
2	1	16	0	0
2	1	17	0	0
2	1	18	0	0
2	1	19	0	0
2	1	20	0	0
2	1	21	0	0
2	1	22	0	0
2	1	23	0	0
2	1	24	0	0
2	1	25	0	0
2	1	26	0	0
2	1	27	0	0
2	1	28	0	0
2	2	1	0	0
2	2	2	0	0
2	2	3	0	0
2	2	4	0	0
2	2	5	0	0
2	2	6	0	0
2	2	7	0	0
2	2	8	0	0
2	2	9	0	0
2	2	10	0	0
2	2	11	0	0
2	2	12	0	0
2	2	13	0	0
2	2	14	0	0
2	2	15	0	0
2	2	16	0	0
2	2	17	0	0
2	2	18	0	0
2	2	19	0	0
2	2	20	0	0
2	2	21	0	0
2	2	22	0	0
2	2	23	0	0
2	2	24	0	0
2	2	25	0	0
2	2	26	0	0
2	2	27	0	0
2	2	28	0	0
2	3	1	0	0
2	3	2	0	0
2	3	3	0	0
2	3	4	0	0
2	3	5	0	0
2	3	6	0	0
2	3	7	0	0
2	3	8	0	0
2	3	9	0	0
2	3	10	0	0
2	3	11	0	0
2	3	12	0	0
2	3	13	0	0
2	3	14	0	0
2	3	15	0	0
2	3	16	0	0
2	3	17	0	0
2	3	18	0	0
2	3	19	0	0
2	3	20	0	0
2	3	21	0	0
2	3	22	0	0
2	3	23	0	0
2	3	24	0	0
2	3	25	0	0
2	3	26	0	0
2	3	27	0	0
2	3	28	0	0
2	4	1	0	0
2	4	2	0	0
2	4	3	0	0
2	4	4	0	0
2	4	5	0	0
2	4	6	0	0
2	4	7	0	0
2	4	8	0	0
2	4	9	0	0
2	4	10	0	0
2	4	11	0	0
2	4	12	0	0
2	4	13	0	0
2	4	14	0	0
2	4	15	0	0
2	4	16	0	0
2	4	17	0	0
2	4	18	0	0
2	4	19	0	0
2	4	20	0	0
2	4	21	0	0
2	4	22	0	0
2	4	23	0	0
2	4	24	0	0
2	4	25	0	0
2	4	26	0	0
2	4	27	0	0
2	4	28	0	0
2	5	1	0	0
2	5	2	0	0
2	5	3	0	0
2	5	4	0	0
2	5	5	0	0
2	5	6	0	0
2	5	7	0	0
2	5	8	0	0
2	5	9	0	0
2	5	10	0	0
2	5	11	0	0
2	5	12	0	0
2	5	13	0	0
2	5	14	0	0
2	5	15	0	0
2	5	16	0	0
2	5	17	0	0
2	5	18	0	0
2	5	19	0	0
2	5	20	0	0
2	5	21	0	0
2	5	22	0	0
2	5	23	0	0
2	5	24	0	0
2	5	25	0	0
2	5	26	0	0
2	5	27	0	0
2	5	28	0	0
2	6	1	0	0
2	6	2	0	0
2	6	3	0	0
2	6	4	0	0
2	6	5	0	0
2	6	6	0	0
2	6	7	0	0
2	6	8	0	0
2	6	9	0	0
2	6	10	0	0
2	6	11	0	0
2	6	12	0	0
2	6	13	0	0
2	6	14	0	0
2	6	15	0	0
2	6	16	0	0
2	6	17	0	0
2	6	18	0	0
2	6	19	0	0
2	6	20	0	0
2	6	21	0	0
2	6	22	0	0
2	6	23	0	0
2	6	24	0	0
2	6	25	0	0
2	6	26	0	0
2	6	27	0	0
2	6	28	0	0
2	7	1	0	0
2	7	2	0	0
2	7	3	0	0
2	7	4	0	0
2	7	5	0	0
2	7	6	0	0
2	7	7	0	0
2	7	8	0	0
2	7	9	0	0
2	7	10	0	0
2	7	11	0	0
2	7	12	0	0
2	7	13	0	0
2	7	14	0	0
2	7	15	0	0
2	7	16	76	0
2	7	17	85	0
2	7	18	85	0
2	7	19	85	0
2	7	20	86	0
2	7	21	85	0
2	7	22	85	0
2	7	23	28	0
2	7	24	0	0
2	7	25	0	0
2	7	26	0	0
2	7	27	0	0
2	7	28	0	0
2	8	1	0	0
2	8	2	0	0
2	8	3	0	0
2	8	4	0	0
2	8	5	0	0
2	8	6	0	0
2	8	7	0	0
2	8	8	0	0
2	8	9	0	0
2	8	10	0	0
2	8	11	0	0
2	8	12	0	0
2	8	13	7	0
2	8	14	57	0
2	8	15	198	0
2	8	16	246	0
2	8	17	252	0
2	8	18	252	0
2	8	19	252	0
2	8	20	253	0
2	8	21	252	0
2	8	22	252	0
2	8	23	199	0
2	8	24	25	0
2	8	25	0	0
2	8	26	0	0
2	8	27	0	0
2	8	28	0	0
2	9	1	0	0
2	9	2	0	0
2	9	3	0	0
2	9	4	0	0
2	9	5	0	0
2	9	6	0	0
2	9	7	0	0
2	9	8	0	0
2	9	9	0	0
2	9	10	0	0
2	9	11	0	0
2	9	12	38	0
2	9	13	178	0
2	9	14	252	0
2	9	15	253	0
2	9	16	252	0
2	9	17	230	0
2	9	18	223	0
2	9	19	145	0
2	9	20	225	0
2	9	21	249	0
2	9	22	252	0
2	9	23	252	0
2	9	24	128	0
2	9	25	0	0
2	9	26	0	0
2	9	27	0	0
2	9	28	0	0
2	10	1	0	0
2	10	2	0	0
2	10	3	0	0
2	10	4	0	0
2	10	5	0	0
2	10	6	0	0
2	10	7	0	0
2	10	8	0	0
2	10	9	0	0
2	10	10	0	0
2	10	11	48	0
2	10	12	165	0
2	10	13	252	0
2	10	14	252	0
2	10	15	190	0
2	10	16	112	0
2	10	17	25	0
2	10	18	0	0
2	10	19	0	0
2	10	20	0	0
2	10	21	146	0
2	10	22	252	0
2	10	23	252	0
2	10	24	252	0
2	10	25	0	0
2	10	26	0	0
2	10	27	0	0
2	10	28	0	0
2	11	1	0	0
2	11	2	0	0
2	11	3	0	0
2	11	4	0	0
2	11	5	0	0
2	11	6	0	0
2	11	7	0	0
2	11	8	0	0
2	11	9	0	0
2	11	10	51	0
2	11	11	238	0
2	11	12	253	0
2	11	13	240	0
2	11	14	63	0
2	11	15	0	0
2	11	16	0	0
2	11	17	0	0
2	11	18	0	0
2	11	19	0	0
2	11	20	0	0
2	11	21	48	0
2	11	22	229	0
2	11	23	253	0
2	11	24	253	0
2	11	25	0	0
2	11	26	0	0
2	11	27	0	0
2	11	28	0	0
2	12	1	0	0
2	12	2	0	0
2	12	3	0	0
2	12	4	0	0
2	12	5	0	0
2	12	6	0	0
2	12	7	0	0
2	12	8	10	0
2	12	9	163	0
2	12	10	238	0
2	12	11	252	0
2	12	12	233	0
2	12	13	71	0
2	12	14	0	0
2	12	15	0	0
2	12	16	0	0
2	12	17	0	0
2	12	18	0	0
2	12	19	0	0
2	12	20	0	0
2	12	21	29	0
2	12	22	215	0
2	12	23	252	0
2	12	24	252	0
2	12	25	0	0
2	12	26	0	0
2	12	27	0	0
2	12	28	0	0
2	13	1	0	0
2	13	2	0	0
2	13	3	0	0
2	13	4	0	0
2	13	5	0	0
2	13	6	0	0
2	13	7	0	0
2	13	8	60	0
2	13	9	252	0
2	13	10	253	0
2	13	11	252	0
2	13	12	208	0
2	13	13	19	0
2	13	14	0	0
2	13	15	0	0
2	13	16	0	0
2	13	17	0	0
2	13	18	0	0
2	13	19	0	0
2	13	20	0	0
2	13	21	85	0
2	13	22	252	0
2	13	23	252	0
2	13	24	141	0
2	13	25	0	0
2	13	26	0	0
2	13	27	0	0
2	13	28	0	0
2	14	1	0	0
2	14	2	0	0
2	14	3	0	0
2	14	4	0	0
2	14	5	0	0
2	14	6	0	0
2	14	7	54	0
2	14	8	224	0
2	14	9	252	0
2	14	10	253	0
2	14	11	179	0
2	14	12	84	0
2	14	13	28	0
2	14	14	0	0
2	14	15	0	0
2	14	16	0	0
2	14	17	0	0
2	14	18	0	0
2	14	19	0	0
2	14	20	0	0
2	14	21	178	0
2	14	22	252	0
2	14	23	233	0
2	14	24	37	0
2	14	25	0	0
2	14	26	0	0
2	14	27	0	0
2	14	28	0	0
2	15	1	0	0
2	15	2	0	0
2	15	3	0	0
2	15	4	0	0
2	15	5	0	0
2	15	6	48	0
2	15	7	227	0
2	15	8	252	0
2	15	9	252	0
2	15	10	190	0
2	15	11	12	0
2	15	12	0	0
2	15	13	0	0
2	15	14	0	0
2	15	15	0	0
2	15	16	0	0
2	15	17	0	0
2	15	18	0	0
2	15	19	0	0
2	15	20	0	0
2	15	21	225	0
2	15	22	252	0
2	15	23	145	0
2	15	24	0	0
2	15	25	0	0
2	15	26	0	0
2	15	27	0	0
2	15	28	0	0
2	16	1	0	0
2	16	2	0	0
2	16	3	0	0
2	16	4	0	0
2	16	5	51	0
2	16	6	238	0
2	16	7	253	0
2	16	8	253	0
2	16	9	253	0
2	16	10	114	0
2	16	11	75	0
2	16	12	0	0
2	16	13	0	0
2	16	14	0	0
2	16	15	0	0
2	16	16	0	0
2	16	17	0	0
2	16	18	0	0
2	16	19	0	0
2	16	20	114	0
2	16	21	253	0
2	16	22	196	0
2	16	23	0	0
2	16	24	0	0
2	16	25	0	0
2	16	26	0	0
2	16	27	0	0
2	16	28	0	0
2	17	1	0	0
2	17	2	0	0
2	17	3	0	0
2	17	4	0	0
2	17	5	159	0
2	17	6	252	0
2	17	7	252	0
2	17	8	252	0
2	17	9	252	0
2	17	10	253	0
2	17	11	121	0
2	17	12	0	0
2	17	13	0	0
2	17	14	0	0
2	17	15	0	0
2	17	16	0	0
2	17	17	0	0
2	17	18	0	0
2	17	19	48	0
2	17	20	238	0
2	17	21	223	0
2	17	22	130	0
2	17	23	0	0
2	17	24	0	0
2	17	25	0	0
2	17	26	0	0
2	17	27	0	0
2	17	28	0	0
2	18	1	0	0
2	18	2	0	0
2	18	3	0	0
2	18	4	0	0
2	18	5	253	0
2	18	6	252	0
2	18	7	239	0
2	18	8	202	0
2	18	9	252	0
2	18	10	228	0
2	18	11	21	0
2	18	12	0	0
2	18	13	0	0
2	18	14	0	0
2	18	15	0	0
2	18	16	0	0
2	18	17	0	0
2	18	18	7	0
2	18	19	165	0
2	18	20	253	0
2	18	21	167	0
2	18	22	0	0
2	18	23	0	0
2	18	24	0	0
2	18	25	0	0
2	18	26	0	0
2	18	27	0	0
2	18	28	0	0
2	19	1	0	0
2	19	2	0	0
2	19	3	0	0
2	19	4	0	0
2	19	5	159	0
2	19	6	252	0
2	19	7	233	0
2	19	8	84	0
2	19	9	96	0
2	19	10	47	0
2	19	11	0	0
2	19	12	0	0
2	19	13	0	0
2	19	14	0	0
2	19	15	0	0
2	19	16	0	0
2	19	17	7	0
2	19	18	131	0
2	19	19	252	0
2	19	20	162	0
2	19	21	56	0
2	19	22	0	0
2	19	23	0	0
2	19	24	0	0
2	19	25	0	0
2	19	26	0	0
2	19	27	0	0
2	19	28	0	0
2	20	1	0	0
2	20	2	0	0
2	20	3	0	0
2	20	4	0	0
2	20	5	50	0
2	20	6	237	0
2	20	7	252	0
2	20	8	252	0
2	20	9	189	0
2	20	10	79	0
2	20	11	0	0
2	20	12	0	0
2	20	13	0	0
2	20	14	0	0
2	20	15	0	0
2	20	16	0	0
2	20	17	135	0
2	20	18	252	0
2	20	19	173	0
2	20	20	0	0
2	20	21	0	0
2	20	22	0	0
2	20	23	0	0
2	20	24	0	0
2	20	25	0	0
2	20	26	0	0
2	20	27	0	0
2	20	28	0	0
2	21	1	0	0
2	21	2	0	0
2	21	3	0	0
2	21	4	0	0
2	21	5	0	0
2	21	6	0	0
2	21	7	57	0
2	21	8	253	0
2	21	9	253	0
2	21	10	255	0
2	21	11	253	0
2	21	12	253	0
2	21	13	253	0
2	21	14	253	0
2	21	15	255	0
2	21	16	253	0
2	21	17	253	0
2	21	18	225	0
2	21	19	0	0
2	21	20	0	0
2	21	21	0	0
2	21	22	0	0
2	21	23	0	0
2	21	24	0	0
2	21	25	0	0
2	21	26	0	0
2	21	27	0	0
2	21	28	0	0
2	22	1	0	0
2	22	2	0	0
2	22	3	0	0
2	22	4	0	0
2	22	5	0	0
2	22	6	0	0
2	22	7	6	0
2	22	8	122	0
2	22	9	167	0
2	22	10	168	0
2	22	11	243	0
2	22	12	252	0
2	22	13	252	0
2	22	14	252	0
2	22	15	253	0
2	22	16	252	0
2	22	17	186	0
2	22	18	71	0
2	22	19	0	0
2	22	20	0	0
2	22	21	0	0
2	22	22	0	0
2	22	23	0	0
